Conversation_ID,Transcript,Summary;Identificador;Tech;Sales
external: You worked it out that means very good.;;;
internal: Okay, so two fifty slash twenty five plan price is it's ninety eight ninety nine a month, uh, ongoing rate and yeah.;;;
external: Yes.;;;
internal: The plan will come into it. I'll explain about the plan and the billing how it works. So usually it'll take up to two business days for a new plan to come into effect, right. There's a high possibility even within the day, the speed will be upgraded to two fifty speed here, right.;;;
external: Yes.;;;
external: Mhm.;;;
internal: And once the new plan comes in effect, we will start a new billing cycle for you and any extra charges. You have already paid for hundred sp here will be refunded back to you, right.;;;
external: Mm.;;;
external: Okay great, thank you.;;;
internal: Em, okay, so that's all. I think you need to know in terms of the billing, uh, can I proceed with the plan change records?;;;
external: Yes please.;;;
internal: Uh, I need to quickly verify a couple of details. Could you confirm the home address?;;;
external: Number forty four street three o two one.;;;
internal: Next verification, your contact email address?;;;
external: Uh, dot do number eight at gmail dot com.;;;
internal: Last verification, your date of birth?;;;
external: Fifth of Jan, nineteen seventy four.;;;
internal: Okay, one other thing that I need to do. I'm sending a text message to your mobile with a authentication code. Could you please confirm that to me?;;;
external: Thank you.;;;
external: Two two five zero three.;;;
internal: That's right. Thank you. so much anything else you need to clarify now, right?;;;
external: Uh.;;;
internal: No, any, any other questions, nothing at all, right?;;;
external: Em.;;;
external: So you, you will submit the request today and it should hopefully take effect, uh, in two days.;;;
internal: Yeah, yeah.;;;
internal: In two days or I would say restart your Wifi modem, same time tomorrow.;;;
external: Yeah.;;;
external: Yeah.;;;
external: Okay.;;;
internal: For the new speeds to kick it, okay.;;;
external: Or I or I check my, uh, my, my, my exit app, yeah, okay.;;;
internal: Your app, yea exactly.;;;
internal: Alright then.;;;
external: And, um, so the, the payment that I've made for the current plan would be refunded.;;;
internal: Yeah, extra ones.;;;
external: And the, yeah and yeah and the, uh, and the payment for the new plan will be charged.;;;
internal: Yes, correct.;;;
external: Perfect.;;;
internal: Okay, then thank you so much for your call today.;;;
external: E.;;;
external: So I could check, eh, overnight you think.;;;
internal: Yes or same time tomorrow.;;;
external: Okay, thank you so much.;;;
internal: Okay, then. thank you so much for your call today. Have a good one one last thing before you go, please do be a tiny favour. uh, this is the second call server to rate my customer service and is that okay if I put you through for that.;;;
external: Over.;;;
external: Yes.;;;
external: Yes.;;;
external: Please do.;;;
internal: Thank you. Have a good one. Bye, bye.;;;
"external: Thank you. Lot. Bye, bye."",""Customer intent: The customer wants to upgrade their internet speed.";;;
Agent actions: The agent verifies the customer's case number, confirms the plan change details and pricing, verifies the customer's information, and sends an authentication code. The agent also explains the billing process and informs the customer that the new plan will take up to two days to take effect. The agent concludes the call by asking the customer to rate their service.;;;
"Customer sentiment: The customer seems appreciative and satisfied with the agent's assistance. They thank the agent multiple times and express their understanding and agreement with the plan change process. Overall, the customer's sentiment appears positive.""";;;
"622e8b66-841a-4ae9-860c-016d15cf1317-8dbbb820-94fc-46b0-9414-77d97de09980.transcript.json,""internal: Hello, good morning. Welcome to Tech Tech Support. This is. How may I help you today?";1;1;
external: Oh, no, no Internet to me last night.;;;
external: I'm moving Victoria.;;;
internal: Could you please loud? I don't hear you properly.;;;
external: Back and set up phone back.;;;
external: Victoria.;;;
external: My Internet services down from last night.;;;
internal: Last night.;;;
internal: Can I get your service number or your customer Id please? I didn't hear you properly.;;;
external: I can tell my mobile number because I'm not at home.;;;
internal: Okay, yeah, your mobile number would be fine.;;;
external: Oh, four two zero six six three two eight one.;;;
internal: Okay.;;;
external: You on my email.;;;
internal: Give me a minute.;;;
internal: Your Internet stopped working from last night, Isn't it, what is?;;;
external: Yeah, it's got from last night.;;;
internal: Ok, ok.;;;
internal: Hold on for a minute. I will check your details and get back to you.;;;
external: Alright.;;;
internal: As you are having an optum connection, there is also there is an outage happening in few of the areas before getting into the complicated things first I will check with the outage and get back to you, give me two minutes.;;;
external: Oh.;;;
internal: It's.;;;
internal: Yeah.;;;
internal: Okay.;;;
internal: I checked the optum out, there is no out area I see.;;;
external: Mhm.;;;
internal: Could you please check the light status of the optum box that must be in your garage or that must be in your.;;;
internal: Cover.;;;
external: But.;;;
internal: No, I would like to know what are the lights available on it?;;;
external: Yes, in the morning when I say, uh, there was a Glay light optical one, but my Internet one is inside my house inside the house.;;;
external: The modem.;;;
internal: Okay.;;;
external: Only a word with the Internet.;;;
external: And all other one was O green light water.;;;
internal: Okay.;;;
internal: May I know what type of modem you are using, is it a modem from exited?;;;
external: Pardon.;;;
internal: May I know what type of modem you are using the router?;;;
external: Uh, yeah.;;;
internal: That different accident, okay, yeah.;;;
internal: Give me a minute, I'll check that.;;;
internal: Yes, yes.;;;
external: I didn't want it out that I, I can last week to this thing or.;;;
internal: Okay.;;;
external: I just, yeah.;;;
internal: I am checking on it. I am checking on it.;;;
internal: In the meantime, can I get your email address and date of birth please?;;;
external: Again.;;;
external: G nine at gmail dot com.;;;
internal: Hello.;;;
external: And what is April ninety nine?;;;
internal: Okay, your address please?;;;
external: Three three five Victoria.;;;
internal: Okay.;;;
internal: By.;;;
internal: Could you please turn off the pick box and turn it on please the one in the garage.;;;
external: Actually, I'm not at home now so hmm, I'm gonna call you back at two o'clock.;;;
internal: At two o'clock.;;;
external: Yes.;;;
external: I am.;;;
internal: Yeah.;;;
internal: Okay, call back at two o clock in the meantime, okay. It seems like, could you please call back?;;;
external: Yes.;;;
internal: Two O clock.;;;
external: Yes, okay.;;;
internal: Yeah, okay, okay please.;;;
external: Thank you, bye.;;;
"internal: Thank you. Have a nice day, bye."",""Customer Intent: The customer is seeking assistance with their internet service that has been down since last night. They provide their mobile number and explain that they are not at home.";;;
;;;
Agent Actions: The agent asks for the customer's service number or customer ID, but the customer provides their mobile number instead. The agent tries to verify the outage in the customer's area and asks the customer to check the status of the optum box and modem lights. They also ask for the type of modem/router being used and request the customer's email address, date of birth, and address. The agent then asks the customer to turn off and on the pick box and schedule a call back for later.;;;
;;;
"Customer Sentiment: The customer appears frustrated and inconvenienced by the internet outage and expresses confusion about the lights on the optum box and the type of modem/router. They agree to call back later but seem eager to resolve the issue.""";;;
"ee2f56f3-f669-4c69-8de2-c3e066a94fd5-261944c4-7b7a-4a12-b234-a8d86cd05ae2.transcript.json,""internal: your call is important to us. please hold and the next available operator will be with you shortly. Your call is next in line and will be at.";1;;
external: Okay.;;;
internal: To Dell sales. How can I help you?;;;1
external: Uh, I went to, I had two accounts with you. I want to cancel my Internet account please.;;;
internal: Yep, no worries. I have sent you an Sms with a verification code. Could you please tell me the quote?;;;
external: Okay, twenty five thirty two.;;;
external: Hang on.;;;
external: Okay, you there.;;;
internal: Hello.;;;
external: Yeah, you there.;;;
external: Hello, uh, okay, twenty five thirty two one.;;;
internal: Okay, thank you. and could you please verify your email address and date of birth?;;;
external: Okay, lower case Paul Andrew, Bad at gmail dot com.;;;
external: And thirty first twelve fifty eight.;;;
internal: Thank you and the service address please?;;;
external: Unit sixty two one, oh, seven Pacific Way Thorn.;;;
external: Two o seven seven.;;;
internal: Okay, thank you.;;;
internal: So you are looking to cancel the Internet at this address, is that correct?;;;
external: That's right, I wanna keep my phone, the mobile phone and just the Internet.;;;
internal: Okay, no worries. So could I please know the reason for the cancellation?;;;
external: Ah, I'm gonna start traveling, so I won't be around.;;;
internal: Okay, no worries. Alright. So so basically if you're looking to cancel as per the terms and conditions are thirty day prior cancellation notice is re required. So if I submit the cancellation today, it will only be disconnected by the twenty ninth of September, is that okay?;;;
external: That's okay.;;;
internal: Okay, no worries.;;;
internal: Alright, so I've gone ahead and canceled the Internet only and, ah, the phone will remain active.;;;
external: That is good. Thank you very much for your help.;;;
internal: No worries.;;;
external: Thank you.;;;
internal: Thank you have a great day then, bye.;;;
"external: Bye, bye."",""Customer intent: The customer wants to cancel their Internet account while keeping their mobile phone.";;;
;;;
Agent actions: The agent sends a verification code to the customer's phone and asks for confirmation. The agent also asks for the customer's email address, date of birth, and service address. The agent confirms the reason for cancellation and informs the customer that a 30-day notice is required. The agent then proceeds to cancel the Internet service while keeping the phone line active.;1;;
;;;
"Customer sentiment: The customer's initial response is neutral (""""Okay""""). However, throughout the conversation, the customer's sentiment becomes more positive and grateful. They thank the agent for their help and express satisfaction with the outcome.""";;;
"ed86a335-b376-43ee-abc7-96dd11ad65e1-7507b66d-1cb4-4e14-86a0-647e81702c61.transcript.json,""internal: good morning. Welcome to technical support. My name is John. And how are you today?";1;1;
external: Oh, I'm doing. well, I while I'm, I was waiting. I heard the voice saying, hmm, you are currently doing the, the unplanned maintenance in point cook.;;;
internal: Yes, yes.;;;
external: Is there an estimation like how long the Internet will be back?;;;
internal: Mhm.;;;
internal: Check.;;;
external: I think there was no Internet in my at my home since this morning. I just want to understand like how long roughly it would take.;;;
internal: Yeah.;;;
internal: Uh, first, can I have the customer Id or your registered mobile bring up?;;;
external: Uh, yes, sure, just one second, uh.;;;
external: It's, uh, five seven four four three five.;;;
internal: Let me check.;;;
internal: Verify the details. May I know your name and the address first?;;;
external: Yeah, the address is sixteen Baltimore Drive Cook and this is a Victor A.;;;
internal: You know, what is the post code?;;;
external: Uh, three o three.;;;
internal: No, I'm checking.;;;
internal: By.;;;
internal: At the moment, they haven't provided us any extra time They have mentioned that within the day. they are going to resolve this one.;;;
external: Uh, sorry, can you repeat that the date?;;;
internal: Yes sir. They have haven't given us a exact resolution time. They have mentioned that within the day. they are to rectify this one and they are working with that.;;;
external: Okay, so so they tried to get it rectified waiting a day but there is no exact time okay and this is impact in my home, is that correct?;;;
internal: Yes, they have.;;;
internal: Four point cook is effective.;;;
external: Okay. Thank you just want to confirm there is nothing wrong with my devices so okay, all good.;;;
internal: Okay, I'm pretty sure about that end of this call. There will be a one question survey to rate my performance, where is the highest.;;;
external: Sure, thank you.;;;
internal: Have a nice day, Bye, thank you.;;;
"external: By."",""Customer Intent: The customer is calling technical support to inquire about how long the internet will be down at their home due to unplanned maintenance in Point Cook.";;1;
;;;
Agent Actions: The agent asks for the customer's ID and verifies their details. The agent then checks for any information on the resolution time but is unable to provide an exact timeframe. The agent confirms that the issue is impacting the customer's home and assures them that there is nothing wrong with their devices.;;;
;;;
"Customer Sentiment: The customer expresses concern about the internet being down at their home and asks for an estimated time for the resolution. They seem frustrated at the lack of a specific timeframe but accept the agent's response. In the end, they thank the agent and indicate that they are satisfied with the support provided.""";;;
"9a38e485-5cb8-474a-a922-cd072b8acf71-12b4f47e-34f1-4486-95c3-c1064b3a3de9.transcript.json,""external: Thank.";1;;
internal: Thank you for calling ex. How can I help you today?;;;
external: Um.;;;
external: I'm the, mm, authorized person on the account, Mm, Do you want to start with my name and that?;;;
internal: Mhm.;;;
internal: Uh, yes, your customer number please first.;;;
external: I don't have a customer number on me.;;;
internal: Uh, uh, contact number mobile number.;;;
external: O four o eight.;;;
external: Nine nine eight.;;;
external: Two five four.;;;
internal: One moment.;;;
internal: Just a moment.;;;
internal: And your name is.;;;
external: A high.;;;
internal: Okay Kan, How can I help you today?;;;
external: Well, we rang up last week and mm, it's a bit of a story because my, ah, we got a, our Internet got cut off and we couldn't understand why and mm, it turned out that somebody had hacked into our account.;;;
internal: Uh.;;;
internal: Oh, okay.;;;
external: And, um, there was a two hundred and fifty dollar charge.;;;
external: For Sam Corporate.;;;
external: And we paid the two hundred and fifty dollars mm, but they said that we would get it back.;;;
internal: Okay, yeah, I'll check the records one moment.;;;
external: Okay.;;;
internal: They said they will be refunded back right, the two hundred and fifty, okay. I'll check the records by any chance. They give you a reference number on this.;;;
external: No, no, I didn't no, I don't think so.;;;
internal: Oh, okay, okay.;;;
internal: Okay, it's with the sales team one moment. I'll transfer you to the correct division with the reference number, just a moment.;;;1
external: Yes.;;;
internal: Bear with me for a moment, make a note for them.;;;
external: Yeah.;;;
internal: One moment.;;;
external: Yeah.;;;
internal: And they will assist you.;;;
external: Okay.;;;
internal: Hello, welcome to external technical support. This is Aisha speaking. How can I help you today?;;1;
external: Oh, hi there, Mm, I was been transferred by another department over to you, mm, ah, last week, our Internet got cut off because it said that we, mm.;;;
internal: Mm.;;;
external: Uh, I turned out my account had been hacked and, um.;;;
internal: Uh, huh.;;;
external: Uh, I think two hundred and fifty dollars. we had to pay for some corporate thing and we're a home user, um.;;;
internal: Uh, huh.;;;
external: And they said that they were going to look into it and then just give us a decision about whether they give us our money back or not.;;;
internal: Right.;;;
external: And I wanted to know whether they come to a decision yet or not.;;;
internal: Right, one moment.;;;
internal: Right, uh.;;;
internal: Were you asked to send an email to our hosting Team?;;;
external: Uh, ask what?;;;
internal: Eh, to send an email.;;;
internal: To our hosting Team, Did you get any notification regarding that?;;;
external: No, I didn't, uh, but that I haven't, um, and I've got to look up my email in, um.;;;
internal: Alright.;;;
internal: Okay.;;;
internal: Mhm.;;;
external: Uh.;;;
external: Yeah, in the way hosting page.;;;
internal: Right, I'll.;;;
internal: Alright, I'll, I will give you an email address. Could you write this down?;;;
external: Yeah, hang on, I gotta get a pen.;;;
external: Okay, what is it?;;;
internal: Costing.;;;
external: Can you spell that please?;;;
internal: Yeah, H O.;;;
external: Is it lower case?;;;
internal: O log H O.;;;
external: Yeah.;;;
internal: S T.;;;
external: Yeah.;;;
internal: I N G.;;;
external: Yeah.;;;
internal: At Exeter.;;;
external: Yeah.;;;
internal: Dot com.;;;
external: Yeah.;;;
internal: Dot a u.;;;
external: Yes.;;;
internal: Right, okay.;;;
external: So that's house see.;;;
internal: Yeah.;;;
external: X mail mail.;;;
internal: Et cetera.;;;
external: L, sorry, ah, dot com dot a u.;;;
internal: Yes, right, uh, one moment, Hmm. Also I need a little bit of information. Can I get your name and your address?;;;
external: Um, my name is lean Hayes.;;;
internal: Uh.;;;
internal: Address.;;;
external: Um, twenty two Cross Street Mayfield.;;;
internal: Thank you and your email address.;;;
external: So it's all lower case.;;;
external: It's S O U L.;;;
external: W a double I.;;;
internal: Right.;;;
external: At x mile.;;;
internal: Mhm.;;;
external: Dot com dot a u.;;;
internal: Alright, thank you very much for that, Uh, I'll send you a Sms with a verification code.;;;
external: Yes.;;;
internal: Let me know that as well please.;;;
external: Uh.;;;
external: What you want me to do with the verification code?;;;
internal: Eh, if you could read it out to me.;;;
external: Yeah, where will I get that?;;;
internal: To your mobile phone as an Sms?;;;
external: I, I on, yeah, okay.;;;
external: Mhm.;;;
external: I think my mobile phone might be dead, I tried to plug it in.;;;
internal: Right.;;;
internal: Um.;;;
external: Yea, it is dead.;;;
internal: Right, right, right, no worries.;;;
internal: No worries, um.;;;
internal: Okay to the email that I just gave you hosting a x dot com dot a u, uh, send us an email regarding this issue. I just explain it briefly. we already have the details just, uh, uh, let's, uh, just add the summary of what happened and send an email, this will go directly to.;;;
external: Yeah.;;;
external: Yeah.;;;
internal: Our hosting team where they are already informed about this case and they will get the refund the situation finished. that's what we have been advised to let you know.;;;
external: Okay, um, and the other thing is my next bill is got to be a hundred and five dollars and I wanted to know why that's thirty dollars more than what I.;;;
internal: Right.;;;
internal: Mhm.;;;
external: Than what I'm used to paying.;;;
internal: One moment, I'll check on that as well.;;;
internal: Uh.;;;
internal: I.;;;
internal: Usually, how much is the bill?;;;
external: It's usually about seventy four dollars.;;;
internal: And this time is hundred and seven, right.;;;
external: A hundred and five I think, yeah.;;;
internal: Alright.;;;
internal: One moment.;;;
internal: Mhm.;;;
external: Okay.;;;
internal: Okay.;;;
internal: Okay.;;;
internal: Uh.;;;
internal: Extra usage.;;;
internal: Gotcha.;;;
internal: Do you, hmm.;;;
internal: E.;;;
internal: Extra ten dollar charge for an unpaid settlement which has been exceeded.;;;
internal: Uh.;;;
external: What.;;;
internal: X it's called, uh, payment that has been overdue.;;;
internal: On the.;;;
internal: Eleventh of this month.;;;
external: Well, I paid the bill when it was supposed to be paid.;;;
internal: Right.;;;
external: So that's to do with the two hundred and fifty dollars I presume.;;;
internal: Mm, uh.;;;
internal: Right.;;;
internal: So.;;;
internal: Alright you, eh.;;;
internal: You have exes Sim as well, right, a mobile Sim.;;;
external: Have a mobile, yeah.;;;
internal: And uh.;;;
external: I hardly ever use it.;;;
internal: Alright and also a landline.;;;
external: Uh, yes.;;;
internal: Okay, so this bill.;;;
internal: Is inclusive of all of those, so this could be because.;;;
internal: All the.;;;
internal: The same charges, the Internet charge and the.;;;
internal: Landline all added together.;;;
external: Mm.;;;
external: Well, why, why, why is it just happening now instead of?;;;
external: Um, the usual price.;;;
internal: I'm not exactly sure on, why is that.;;;
internal: Check if I can get anything the billing team.;;;
internal: Mm.;;;
internal: Right, uh.;;;
internal: Billing issue actually you might have to check with our billing team.;;;
internal: Uh, I have added a note to them.;;;
external: Alright then.;;;
internal: Uh, trying to check on this, uh, but before I put you to a billing team. I just want to double confirm, uh, just want to let you know, one more time drop us an email to that email. I told you with the issue that happened.;;;
external: Yeah.;;;
external: Okay.;;;
internal: Alright and hosting team are in directly in charge of looking into it. This has been escalated to them. So they will look into that once you send the email, ok.;;;
external: Okay.;;;
external: Okay.;;;
internal: Alright, Thank you very much for cooperating and I'll put you to the billing team now.;;;
external: Okay.;;;
"external: Okay, Thank you."",""Customer Intent: The customer called to inquire about a charge on their account and the status of their refund. They also had a question about their bill being higher than usual.";;;
;;;
Agent Actions: The agent listened to the customer's concerns and asked for their customer number and contact information. However, since the customer did not have a customer number, the agent asked for their mobile number. The agent then checked the records and transferred the call to the correct division. The next agent asked for more information and provided an email address for the customer to send their concerns. The agent then checked the customer's bill and explained that it included charges for internet, mobile, and landline services. The agent suggested contacting the billing team for further clarification and transferred the call.;;;
;;;
"Customer Sentiment: The customer seemed concerned and frustrated about the unauthorized charge on their account and the possibility of not receiving their refund. They also expressed confusion about the higher bill and questioned why it was happening. However, they cooperated with the agents and followed their instructions.""";;;
"2c8cf41a-e777-4460-970a-63d71ddb386e-afa86e16-d38d-4ac2-8a52-82c24a4e221b.transcript.json,""internal: good morning. Welcome to the accounts Receivable Team. You are talking to and how can I assist you today?";1;;
external: Oh, hi there. I'd just like to pay my hmm account, my bill, my recent bill.;;;
internal: Yeah.;;;
internal: Sure, I'll check your account. Can I have the customer number or something please?;;;
external: Mm, sorry, just do a quick search H.;;;
internal: Yeah or maybe your phone number or something?;;;
external: Yeah, phone number is zero four double eight four one four one one.;;;
internal: Yeah.;;;
internal: Four one four.;;;
external: One eight one.;;;
internal: One eight one, okay, let me check.;;;
external: Mm, I do have the customer number now it five seven four one zero four.;;;
internal: Oh, thank you for that. Can I have your name and the address please?;;;
external: Yeah, it's, um, Louis and the address is unit seventeen seven Street Window, four zero three zero.;;;
internal: Thank you Lisa, Hmm, let me see.;;;
internal: Oh, yeah, there's a declined payment on twenty fifth of this month. you want to pay for it now.;;;
external: No, no, so hmm, I called up on the day it was due And I asked them to please extend it for a week. and the lady said to me, yeah, no worries, just ring up.;;;
external: The you a week time when you need to pay and then I got charged that late payment fee which then I called back and she said they waived, So I think the amount expanding should be seventy five eighty.;;;
internal: H.;;;
internal: Yeah, yeah, that's, that's all. you have to pay seventy five eighty. I just sent you a text message ma'am. Did you receive that?;;;
external: Yes, it's eight seven seven eight three.;;;
internal: Eight seven seven eight three. Thank you. it's verified. so you need a payment extension.;;;
external: Eight three.;;;
external: Oh, no, I'd like to pay now so the extensions already happened, but I'm ready to pay, yeah.;;;
internal: Oh.;;;
internal: Oh, right, right, okay. so, uh, it's seventy five eighty, ah, just give me a second.;;;
external: No worries.;;;
internal: Right, can I have your card number to do the payment please?;;;
internal: To a one off payment from this card because you have supplied your bank account from Nsp for direct debit.;;;
external: Ah, yes, yeah.;;;
internal: So I'll just do a one off payment, okay.;;;
external: Yeah, no worries.;;;
internal: Alright, the payment has gone through now successfully the account is up to date and, uh, all good anything else you want to check today?;;;
external: No, that's all perfect. Thank you appreciate it.;;;
internal: Thank you for the payment and you have a wonderful day.;;;
external: You too. Thanks. Bye, bye.;;;
"internal: Thank you."",""Customer intent: The customer wants to pay their recent bill.";;;
Agent actions: The agent asks for the customer's information, checks the account, confirms the declined payment, and then processes the payment.;;;
"Customer sentiment: The customer initially expresses frustration about a declined payment and a late payment fee, but becomes satisfied and appreciative once the payment is successfully processed.""";;;
"498a1fca-17bb-4eda-9487-339356aa4ada-2f27e65f-e722-473f-8f9d-b04986df32bd.transcript.json,""internal: Hello there. Thank you for calling Exede Technical Support. I hi, how may I help you?";1;1;
external: Hi, I'm just calling about my ex business service, mm.;;;
external: It's been, it was out for two days and now it's so slow, we really need to get it fixed up.;;;
internal: Okay, I'm really sorry for that. So give me a second. you are currently speaking with residential support. I transfer the call to the business team, okay, stay.;;;
external: Yeah.;;;
external: Okay, please transfer.;;;
external: Uh.;;;
internal: Your call is important to us. please hold and the next available operator will be with you shortly. Your call is next in line and will be answered by the first available team member. The estimated wait time to speak to a team member is one minute.;;;
internal: Uh.;;;
external: Uh.;;;
internal: Beep.;;;
internal: Hello, good morning. Welcome to support. How may I help you today?;;;
external: Hi mate, uh, my name's Sam. I'm just calling from a business address, Mm, our Wifi was off for two days this week and now it's back but it's really slow.;;;
internal: Okay, I'm sorry to hear that. Let me quickly check that for you. Would you be able to let me know the relevant service number?;;;
external: I've got my mobile number zero four two five.;;;
external: Eight five eight.;;;
external: Six.;;;
internal: Sorry, eight five eight.;;;
external: Yeah, four one six.;;;
internal: Four one six.;;;
internal: For a quick verification. Can I have your, uh, can I have your business name and the relevant service address with the post code?;;;
external: Club provides you limited, three eighty sixth Street Cow, three zero six six.;;;
internal: Thank you. and also, can I have your name?;;;
external: And.;;;
internal: Okay And also can I have your date of birth please?;;;
external: Eighth of October ninety two.;;;
internal: So the final verification sir. just sent you a text message with the verification code to your mobile. Would you mind providing me that call?;;;
external: Two six seven five two.;;;
internal: Thank you very much for the verification sir. So the modem that you are using at the premises. Is it a exit provided one or is it a third party device?;;;
internal: Exeter.;;;
external: Yeah.;;;
internal: Okay, so the slow speeds that you are facing, are they over Wifi or are they over Ethernet?;;;
external: Wifi.;;;
internal: Wifi, uh, so is it like general browsing when you're browsing in the Internet, generally it's slow or is it on specific websites?;;;
external: It is everything, I can't even load web page so slow.;;;
internal: Okay, okay, slow.;;;
external: Yeah, I just like this is.;;;
external: This is the third day in a row, No Wifi like I'm, I'm pissed off, it's so annoying, we can't and we're running a business, we can't even like.;;;
internal: Okay, okay.;;;
external: Get our work done and we're trying to take payments in our retail store and it's not working. I've got the Hos going on.;;;
internal: Okay, I'm sorry to hear that. Let me quickly check this out. Can I put you on hold for two to three minutes? I'll get back to you.;;;
external: Yeah.;;;
internal: Thank you.;;;
internal: Uh.;;;
external: Already on setting.;;;
external: Oh.;;;
external: Sorry.;;;
external: Okay.;;;
internal: Bye.;;;
internal: Uh.;;;
external: Uh.;;;
external: Uh.;;;
external: Okay.;;;
external: Yeah, I'll tell you what I'm doing that time.;;;
external: Love it.;;;
internal: Uh.;;;
internal: Uh.;;;
external: Exactly.;;;
external: By.;;;
internal: Uh.;;;
external: It.;;;
external: Exactly.;;;
external: Okay.;;;
internal: Thank you for holding apologize for the wait, hello.;;;
external: Yeah, hi.;;;
internal: Hi Sam. so I did some quick remote testing and I went through the previous cases as well. I'm sure sorry for the inconvenience so since you are using exit provided modems. I will be able to remotely log into the modem and check on it configuration to see if there are any issues with that as well, Is it okay if I try to log into the modem remotely?;;;
external: Yes.;;;
internal: Okay.;;;
external: Yeah, so just so you know the two point four g, we can connect to two point five, nothing like we can connect not working at all.;;;
internal: Mhm.;;;
internal: Uh, huh.;;;
internal: Not working at all, ok.;;;
external: And they are both flashing on the modem.;;;
internal: Okay, uh, so let me log into the modem and would you be able to, let me know the back address of the modem, it should be in the back of the modem.;;;
external: Yeah, once.;;;
internal: Sure.;;;
internal: Okay.;;;
external: So what did you wanna know?;;;
internal: Uh, in the back of the modem, there is a sticker in that sticker, there should be something called Mac.;;;
external: Yeah.;;;
external: Yeah, okay, so it's seven four.;;;
internal: Uh.;;;
external: Six F.;;;
internal: Uh, huh.;;;
external: Eight eight.;;;
external: C B.;;;
internal: Mhm.;;;
external: S S.;;;
internal: Uh.;;;
external: C.;;;
internal: Okay. Thank you for that and can you please? let me know is this started recently, did it started recently or or?;;;
external: Well, we had an outage on Monday and Tuesday and it came back online yesterday ago and since then it's been it's been slow.;;;
internal: Uh, huh.;;;
internal: Uh, huh.;;;
internal: Uh, huh.;;;
internal: Okay, okay, what about the distance between the devices and the modem so usually five day is not suitable for longer ranges. so it is not a long range. so it is probably since you are a shop.;;;
external: Well, it's, it's not far and we have an extender anyway so.;;;
internal: Not far.;;;
internal: Okay, you have extended.;;;
external: It shouldn't matter and before the outage it was all working fine.;;;
internal: Okay, so the thing is, so this can be the thing is there's a possibility, uh, after the outage, the modem needs to be reconfigure modem has been affected by the outage or something like that. The thing is that the extend that you?;;;
external: Mm.;;;
internal: Uh, you're using, is it an exit one or is it a third party because I'm not detecting extender third party?;;;
external: Third third party, but we're third party, we're not, we're not connecting to network connecting directly to the.;;;
internal: Wifi modem, okay. In that case so I went through the case history as well. Uh, I would like to suggest a factory is to the modem because they can be issued with the modem configuration that happens because of the outage. so we can, we can do a factories to the modem.;;;
external: Hmm Wifi.;;;
external: Okay.;;;
internal: And then, uh, we will be able to check to check to see if most of the times, these type of issues can be resolved by a quick factory reset, but I need to let you know Sam since you are you guys are running a business? I need to let you know if you guys have done any customized changes to the modem as an example if you guys change.;;;
external: Okay.;;;
internal: Your Wifi names, Wifi passwords or unique.;;;
external: No, it's all. it's all just based off what it was.;;;
internal: Okay, so that means so usually do you, do you have a security system configure to the modem anything a C cctv or something like that or any port forward?;;;
external: Uh, yea, we do.;;;
internal: Uh, huh, that's the thing is if you have done the done, those specific configurations to the modem. you might need to, you need to reconfigure the modem again And I'm not, I won't be able to help you out with that. So that's why I need to confirm.;;;
external: Today.;;;
external: Is connecting to the Wifi that is it?;;;
internal: Disconnecting to the Wifi, ok, then you will be able to reconnect it through the Wifi.;;;
external: Yeah.;;;
internal: Ok, so what is the device on the land one, is that you are extended?;;;
external: It's just a, eh, it's just a desktop.;;;
internal: Next, okay, okay. In that case I think we are good to go. So let's do a hard reset to the model. So in order to do this reset you will be able to see in the top of the modem. there is a small hale. So you need to get a pay for a pin place it inside the hall and press it down for eight to ten seconds.;;;
external: Okay.;;;
internal: And you will be able to see all the lights in the modem, they will go off.;;;
external: Okay, one sec.;;;
internal: Sure, take your time.;;;
external: Ten seconds as you said.;;;
internal: Yeah, eight to ten seconds, all the lights will go off, only the power light will stay on, okay.;;;
external: Hello.;;;
internal: Yeah, I'm here.;;;
external: Yeah so.;;;
external: Now.;;;
internal: Yeah, yeah, you can do it just checking the checking on the modem right now. I think it's, I think you just, did it did the light went off.;;;
external: Yeah, yeah, so just the power light on.;;;
internal: Okay, then you can let it go then I just gonna check it right now still offline for me, might take a minute to come online.;;;
internal: Oh the lights.;;;
external: By.;;;
external: Hi there, they coming back on there.;;;
external: The two point four is back on.;;;
internal: Uh, huh.;;;
external: Trying to.;;;
internal: What about no, because we need to reconfigure the modem, the modem will come online but without any configurations, I will be able to configure it again. So is the Internet light on right now.;;;
external: All the, uh, yea, all the lights back up.;;;
internal: Okay, okay, okay. I think it just came online. give me a minute. I will quickly reconfigure the service and we will get back to you ok.;;;
external: Okay, cool. Thank you.;;;
internal: Worries.;;;
external: The Wifi resetting.;;;
internal: Uh.;;;
internal: Bye.;;;
internal: Uh.;;;
internal: Thank you for holding apologies for the wait Sam, hello.;;;
external: Oh good.;;;
internal: How are the lights because I just reconfigure the service usually will restart how are the lights?;;;
external: Tell the back on.;;;
external: Mm, the Internet's flashing and the rest and the five days flashing sometimes.;;;
external: So the two point four G.;;;
internal: Okay, I think it just came online. I'm actually with the configurations, uh, right now the modem is reconfigured, ah, would you be able to check and let me know if that has improved, the service is the five G working for you.;;;
external: So I just, I just looks like like it's still slow but.;;;
external: Let me check five G.;;;
internal: Sure.;;;
external: Bay.;;;
